date,visitors,year,month,day,day_of_week,is_weekend
2018-08-26,18138,2018,8,26,일,True
2018-08-27,5550,2018,8,27,월,False
2018-08-28,5176,2018,8,28,화,False
2018-08-29,6988,2018,8,29,수,False
2018-08-30,5483,2018,8,30,목,False
2018-08-31,5338,2018,8,31,금,False
2018-09-01,15535,2018,9,1,토,True
2018-09-02,12593,2018,9,2,일,True
2018-09-03,5183,2018,9,3,월,False
2018-09-04,4493,2018,9,4,화,False
2018-09-05,6839,2018,9,5,수,False
2018-09-06,6611,2018,9,6,목,False
2018-09-07,6012,2018,9,7,금,False
2018-09-08,14849,2018,9,8,토,True
2018-09-09,11516,2018,9,9,일,True
2018-09-10,5792,2018,9,10,월,False
2018-09-11,7684,2018,9,11,화,False
2018-09-12,10787,2018,9,12,수,False
2018-09-13,9810,2018,9,13,목,False
2018-09-14,8408,2018,9,14,금,False
2018-09-15,14329,2018,9,15,토,True
2018-09-16,11154,2018,9,16,일,True
2018-09-17,10447,2018,9,17,월,False
2018-09-18,10715,2018,9,18,화,False
2018-09-19,11962,2018,9,19,수,False
2018-09-20,9665,2018,9,20,목,False
2018-09-21,6836,2018,9,21,금,False
2018-09-22,11129,2018,9,22,토,True
2018-09-23,7298,2018,9,23,일,True
2018-09-24,0,2018,9,24,월,False
2018-09-25,16110,2018,9,25,화,False
2018-09-26,10828,2018,9,26,수,False
2018-09-27,4404,2018,9,27,목,False
2018-09-28,7204,2018,9,28,금,False
2018-09-29,11421,2018,9,29,토,True
2018-09-30,8599,2018,9,30,일,True
2018-10-01,6692,2018,10,1,월,False
2018-10-02,9061,2018,10,2,화,False
2018-10-03,11891,2018,10,3,수,False
2018-10-04,6778,2018,10,4,목,False
2018-10-05,10529,2018,10,5,금,False
2018-10-06,14241,2018,10,6,토,True
2018-10-07,17262,2018,10,7,일,True
2018-10-08,8430,2018,10,8,월,False
2018-10-09,19894,2018,10,9,화,False
2018-10-10,10517,2018,10,10,수,False
2018-10-11,9007,2018,10,11,목,False
2018-10-12,8326,2018,10,12,금,False
2018-10-13,11744,2018,10,13,토,True
2018-10-14,12311,2018,10,14,일,True
2018-10-15,5732,2018,10,15,월,False
2018-10-16,10151,2018,10,16,화,False
2018-10-17,10661,2018,10,17,수,False
2018-10-18,10588,2018,10,18,목,False
2018-10-19,11085,2018,10,19,금,False
2018-10-20,13626,2018,10,20,토,True
2018-10-21,13758,2018,10,21,일,True
2018-10-22,7187,2018,10,22,월,False
2018-10-23,9715,2018,10,23,화,False
2018-10-24,11260,2018,10,24,수,False
2018-10-25,9749,2018,10,25,목,False
2018-10-26,12489,2018,10,26,금,False
2018-10-27,16523,2018,10,27,토,True
2018-10-28,16259,2018,10,28,일,True
2018-10-29,8570,2018,10,29,월,False
2018-10-30,7429,2018,10,30,화,False
2018-10-31,8907,2018,10,31,수,False
2018-11-01,6833,2018,11,1,목,False
2018-11-02,7364,2018,11,2,금,False
2018-11-03,10150,2018,11,3,토,True
2018-11-04,7857,2018,11,4,일,True
2018-11-05,650,2018,11,5,월,False
2018-11-06,6387,2018,11,6,화,False
2018-11-07,8150,2018,11,7,수,False
2018-11-08,6917,2018,11,8,목,False
2018-11-09,6317,2018,11,9,금,False
2018-11-10,15203,2018,11,10,토,True
2018-11-11,9123,2018,11,11,일,True
2018-11-12,3636,2018,11,12,월,False
2018-11-13,4512,2018,11,13,화,False
2018-11-14,6444,2018,11,14,수,False
2018-11-15,5537,2018,11,15,목,False
2018-11-16,6057,2018,11,16,금,False
2018-11-17,11014,2018,11,17,토,True
2018-11-18,8458,2018,11,18,일,True
2018-11-19,4154,2018,11,19,월,False
2018-11-20,5460,2018,11,20,화,False
2018-11-21,5306,2018,11,21,수,False
2018-11-22,5679,2018,11,22,목,False
2018-11-23,5922,2018,11,23,금,False
2018-11-24,8804,2018,11,24,토,True
2018-11-25,8431,2018,11,25,일,True
2018-11-26,4947,2018,11,26,월,False
2018-11-27,5495,2018,11,27,화,False
2018-11-28,7190,2018,11,28,수,False
2018-11-29,5705,2018,11,29,목,False
2018-11-30,5574,2018,11,30,금,False
2018-12-01,10434,2018,12,1,토,True
2018-12-02,8709,2018,12,2,일,True
2018-12-03,6839,2018,12,3,월,False
2018-12-04,6131,2018,12,4,화,False
2018-12-05,8441,2018,12,5,수,False
2018-12-06,5139,2018,12,6,목,False
2018-12-07,5757,2018,12,7,금,False
2018-12-08,11333,2018,12,8,토,True
2018-12-09,9533,2018,12,9,일,True
2018-12-10,4407,2018,12,10,월,False
2018-12-11,6230,2018,12,11,화,False
2018-12-12,7322,2018,12,12,수,False
2018-12-13,6995,2018,12,13,목,False
2018-12-14,6049,2018,12,14,금,False
2018-12-15,13835,2018,12,15,토,True
2018-12-16,10818,2018,12,16,일,True
2018-12-17,4559,2018,12,17,월,False
2018-12-18,6523,2018,12,18,화,False
2018-12-19,7829,2018,12,19,수,False
2018-12-20,6559,2018,12,20,목,False
2018-12-21,6706,2018,12,21,금,False
2018-12-22,12513,2018,12,22,토,True
2018-12-23,11685,2018,12,23,일,True
2018-12-24,6701,2018,12,24,월,False
2018-12-25,10524,2018,12,25,화,False
2018-12-26,7763,2018,12,26,수,False
2018-12-27,8134,2018,12,27,목,False
2018-12-28,7183,2018,12,28,금,False
2018-12-29,12270,2018,12,29,토,True
2018-12-30,13128,2018,12,30,일,True
2018-12-31,16666,2018,12,31,월,False
2019-01-01,0,2019,1,1,화,False
2019-01-02,8534,2019,1,2,수,False
2019-01-03,7658,2019,1,3,목,False
2019-01-04,7562,2019,1,4,금,False
2019-01-05,14955,2019,1,5,토,True
2019-01-06,12957,2019,1,6,일,True
2019-01-07,5872,2019,1,7,월,False
2019-01-08,7358,2019,1,8,화,False
2019-01-09,8788,2019,1,9,수,False
2019-01-10,8619,2019,1,10,목,False
2019-01-11,8655,2019,1,11,금,False
2019-01-12,18712,2019,1,12,토,True
2019-01-13,17096,2019,1,13,일,True
2019-01-14,6453,2019,1,14,월,False
2019-01-15,8124,2019,1,15,화,False
2019-01-16,8942,2019,1,16,수,False
2019-01-17,8323,2019,1,17,목,False
2019-01-18,7865,2019,1,18,금,False
2019-01-19,18928,2019,1,19,토,True
2019-01-20,16849,2019,1,20,일,True
2019-01-21,6001,2019,1,21,월,False
2019-01-22,8452,2019,1,22,화,False
2019-01-23,9026,2019,1,23,수,False
2019-01-24,9037,2019,1,24,목,False
2019-01-25,7991,2019,1,25,금,False
2019-01-26,17308,2019,1,26,토,True
2019-01-27,14726,2019,1,27,일,True
2019-01-28,5251,2019,1,28,월,False
2019-01-29,7428,2019,1,29,화,False
2019-01-30,9373,2019,1,30,수,False
2019-01-31,5760,2019,1,31,목,False
2019-02-01,4747,2019,2,1,금,False
2019-02-02,12390,2019,2,2,토,True
2019-02-03,13626,2019,2,3,일,True
2019-02-04,21090,2019,2,4,월,False
2019-02-05,0,2019,2,5,화,False
2019-02-06,16798,2019,2,6,수,False
2019-02-07,6370,2019,2,7,목,False
2019-02-08,6542,2019,2,8,금,False
2019-02-09,17864,2019,2,9,토,True
2019-02-10,15888,2019,2,10,일,True
2019-02-11,4734,2019,2,11,월,False
2019-02-12,6098,2019,2,12,화,False
2019-02-13,7548,2019,2,13,수,False
2019-02-14,7435,2019,2,14,목,False
2019-02-15,6267,2019,2,15,금,False
2019-02-16,17057,2019,2,16,토,True
2019-02-17,16113,2019,2,17,일,True
2019-02-18,5842,2019,2,18,월,False
2019-02-19,6871,2019,2,19,화,False
2019-02-20,9676,2019,2,20,수,False
2019-02-21,9120,2019,2,21,목,False
2019-02-22,10076,2019,2,22,금,False
2019-02-23,17974,2019,2,23,토,True
2019-02-24,19214,2019,2,24,일,True
2019-02-25,8040,2019,2,25,월,False
2019-02-26,9063,2019,2,26,화,False
2019-02-27,11946,2019,2,27,수,False
2019-02-28,9559,2019,2,28,목,False
2019-03-01,32469,2019,3,1,금,False
2019-03-02,19736,2019,3,2,토,True
2019-03-03,13153,2019,3,3,일,True
2019-03-04,1943,2019,3,4,월,False
2019-03-05,2206,2019,3,5,화,False
2019-03-06,3428,2019,3,6,수,False
2019-03-07,2510,2019,3,7,목,False
2019-03-08,2123,2019,3,8,금,False
2019-03-09,7998,2019,3,9,토,True
2019-03-10,6747,2019,3,10,일,True
2019-03-11,1937,2019,3,11,월,False
2019-03-12,2232,2019,3,12,화,False
2019-03-13,3130,2019,3,13,수,False
2019-03-14,1998,2019,3,14,목,False
2019-03-15,1366,2019,3,15,금,False
2019-03-16,8782,2019,3,16,토,True
2019-03-17,6698,2019,3,17,일,True
2019-03-18,1435,2019,3,18,월,False
2019-03-19,1918,2019,3,19,화,False
2019-03-20,3133,2019,3,20,수,False
2019-03-21,2273,2019,3,21,목,False
2019-03-22,2654,2019,3,22,금,False
2019-03-23,8382,2019,3,23,토,True
2019-03-24,7045,2019,3,24,일,True
2019-03-25,1989,2019,3,25,월,False
2019-03-26,2613,2019,3,26,화,False
2019-03-27,4787,2019,3,27,수,False
2019-03-28,3079,2019,3,28,목,False
2019-03-29,2996,2019,3,29,금,False
2019-03-30,7663,2019,3,30,토,True
2019-03-31,6119,2019,3,31,일,True
2019-04-01,428,2019,4,1,월,False
2019-04-02,3367,2019,4,2,화,False
2019-04-03,5198,2019,4,3,수,False
2019-04-04,2687,2019,4,4,목,False
2019-04-05,3209,2019,4,5,금,False
2019-04-06,8020,2019,4,6,토,True
2019-04-07,4653,2019,4,7,일,True
2019-04-08,3194,2019,4,8,월,False
2019-04-09,4288,2019,4,9,화,False
2019-04-10,6099,2019,4,10,수,False
2019-04-11,4552,2019,4,11,목,False
2019-04-12,5172,2019,4,12,금,False
2019-04-13,8298,2019,4,13,토,True
2019-04-14,6598,2019,4,14,일,True
2019-04-15,3983,2019,4,15,월,False
2019-04-16,4645,2019,4,16,화,False
2019-04-17,7159,2019,4,17,수,False
2019-04-18,6503,2019,4,18,목,False
2019-04-19,5742,2019,4,19,금,False
2019-04-20,9298,2019,4,20,토,True
2019-04-21,6570,2019,4,21,일,True
2019-04-22,4080,2019,4,22,월,False
2019-04-23,6053,2019,4,23,화,False
2019-04-24,9532,2019,4,24,수,False
2019-04-25,9656,2019,4,25,목,False
2019-04-26,7069,2019,4,26,금,False
2019-04-27,11246,2019,4,27,토,True
2019-04-28,7401,2019,4,28,일,True
2019-04-29,5888,2019,4,29,월,False
2019-04-30,6708,2019,4,30,화,False
2019-05-01,11747,2019,5,1,수,False
2019-05-02,6335,2019,5,2,목,False
2019-05-03,6066,2019,5,3,금,False
2019-05-04,15702,2019,5,4,토,True
2019-05-05,27440,2019,5,5,일,True
2019-05-06,8675,2019,5,6,월,False
2019-05-07,9478,2019,5,7,화,False
2019-05-08,6707,2019,5,8,수,False
2019-05-09,6168,2019,5,9,목,False
2019-05-10,5587,2019,5,10,금,False
2019-05-11,10689,2019,5,11,토,True
2019-05-12,8461,2019,5,12,일,True
2019-05-13,4419,2019,5,13,월,False
2019-05-14,6157,2019,5,14,화,False
2019-05-15,8868,2019,5,15,수,False
2019-05-16,7952,2019,5,16,목,False
2019-05-17,8218,2019,5,17,금,False
2019-05-18,39605,2019,5,18,토,True
2019-05-19,31906,2019,5,19,일,True
2019-05-20,3921,2019,5,20,월,False
2019-05-21,5122,2019,5,21,화,False
2019-05-22,7566,2019,5,22,수,False
2019-05-23,7552,2019,5,23,목,False
2019-05-24,7577,2019,5,24,금,False
2019-05-25,14902,2019,5,25,토,True
2019-05-26,10975,2019,5,26,일,True
2019-05-27,4967,2019,5,27,월,False
2019-05-28,6115,2019,5,28,화,False
2019-05-29,10372,2019,5,29,수,False
2019-05-30,6750,2019,5,30,목,False
2019-05-31,4697,2019,5,31,금,False
2019-06-01,12236,2019,6,1,토,True
2019-06-02,9190,2019,6,2,일,True
2019-06-03,4262,2019,6,3,월,False
2019-06-04,5370,2019,6,4,화,False
2019-06-05,6380,2019,6,5,수,False
2019-06-06,12013,2019,6,6,목,False
2019-06-07,9951,2019,6,7,금,False
2019-06-08,13585,2019,6,8,토,True
2019-06-09,7792,2019,6,9,일,True
2019-06-10,3185,2019,6,10,월,False
2019-06-11,5767,2019,6,11,화,False
2019-06-12,6267,2019,6,12,수,False
2019-06-13,7045,2019,6,13,목,False
2019-06-14,5025,2019,6,14,금,False
2019-06-15,13271,2019,6,15,토,True
2019-06-16,9397,2019,6,16,일,True
2019-06-17,3117,2019,6,17,월,False
2019-06-18,3827,2019,6,18,화,False
2019-06-19,5295,2019,6,19,수,False
2019-06-20,4797,2019,6,20,목,False
2019-06-21,4105,2019,6,21,금,False
2019-06-22,12418,2019,6,22,토,True
2019-06-23,7929,2019,6,23,일,True
2019-06-24,3524,2019,6,24,월,False
2019-06-25,4046,2019,6,25,화,False
2019-06-26,4236,2019,6,26,수,False
2019-06-27,4799,2019,6,27,목,False
2019-06-28,4221,2019,6,28,금,False
2019-06-29,10665,2019,6,29,토,True
2019-06-30,5189,2019,6,30,일,True
2019-07-01,2794,2019,7,1,월,False
2019-07-02,2937,2019,7,2,화,False
2019-07-03,4370,2019,7,3,수,False
2019-07-04,3674,2019,7,4,목,False
2019-07-05,5021,2019,7,5,금,False
2019-07-06,14791,2019,7,6,토,True
2019-07-07,11735,2019,7,7,일,True
2019-07-08,5110,2019,7,8,월,False
2019-07-09,6099,2019,7,9,화,False
2019-07-10,8015,2019,7,10,수,False
2019-07-11,7300,2019,7,11,목,False
2019-07-12,8159,2019,7,12,금,False
2019-07-13,19819,2019,7,13,토,True
2019-07-14,14571,2019,7,14,일,True
2019-07-15,5191,2019,7,15,월,False
2019-07-16,5396,2019,7,16,화,False
2019-07-17,7165,2019,7,17,수,False
2019-07-18,6792,2019,7,18,목,False
2019-07-19,6365,2019,7,19,금,False
2019-07-20,18175,2019,7,20,토,True
2019-07-21,14589,2019,7,21,일,True
2019-07-22,5669,2019,7,22,월,False
2019-07-23,7778,2019,7,23,화,False
2019-07-24,10517,2019,7,24,수,False
2019-07-25,9696,2019,7,25,목,False
2019-07-26,11500,2019,7,26,금,False
2019-07-27,25650,2019,7,27,토,True
2019-07-28,22135,2019,7,28,일,True
2019-07-29,18107,2019,7,29,월,False
2019-07-30,20432,2019,7,30,화,False
2019-07-31,23972,2019,7,31,수,False
2019-08-01,18620,2019,8,1,목,False
2019-08-02,19838,2019,8,2,금,False
2019-08-03,25481,2019,8,3,토,True
2019-08-04,19551,2019,8,4,일,True
2019-08-05,16024,2019,8,5,월,False
2019-08-06,17966,2019,8,6,화,False
2019-08-07,17983,2019,8,7,수,False
2019-08-08,17419,2019,8,8,목,False
2019-08-09,16990,2019,8,9,금,False
2019-08-10,24050,2019,8,10,토,True
2019-08-11,20783,2019,8,11,일,True
2019-08-12,13515,2019,8,12,월,False
2019-08-13,17248,2019,8,13,화,False
2019-08-14,15961,2019,8,14,수,False
2019-08-15,31107,2019,8,15,목,False
2019-08-16,17172,2019,8,16,금,False
2019-08-17,21935,2019,8,17,토,True
2019-08-18,19974,2019,8,18,일,True
2019-08-19,9544,2019,8,19,월,False
2019-08-20,11931,2019,8,20,화,False
2019-08-21,10661,2019,8,21,수,False
2019-08-22,10984,2019,8,22,목,False
2019-08-23,8465,2019,8,23,금,False
2019-08-24,17741,2019,8,24,토,True
2019-08-25,16108,2019,8,25,일,True
2019-08-26,7664,2019,8,26,월,False
2019-08-27,6920,2019,8,27,화,False
2019-08-28,9285,2019,8,28,수,False
2019-08-29,7323,2019,8,29,목,False
2019-08-30,6242,2019,8,30,금,False
2019-08-31,18955,2019,8,31,토,True
2019-09-01,15011,2019,9,1,일,True
2019-09-02,3646,2019,9,2,월,False
2019-09-03,4547,2019,9,3,화,False
2019-09-04,5299,2019,9,4,수,False
2019-09-05,5760,2019,9,5,목,False
2019-09-06,4802,2019,9,6,금,False
2019-09-07,6618,2019,9,7,토,True
2019-09-08,11555,2019,9,8,일,True
2019-09-09,4502,2019,9,9,월,False
2019-09-10,4357,2019,9,10,화,False
2019-09-11,4130,2019,9,11,수,False
2019-09-12,10198,2019,9,12,목,False
2019-09-13,0,2019,9,13,금,False
2019-09-14,20674,2019,9,14,토,True
2019-09-15,13753,2019,9,15,일,True
2019-09-16,4667,2019,9,16,월,False
2019-09-17,8318,2019,9,17,화,False
2019-09-18,9738,2019,9,18,수,False
2019-09-19,9988,2019,9,19,목,False
2019-09-20,7752,2019,9,20,금,False
2019-09-21,17036,2019,9,21,토,True
2019-09-22,16495,2019,9,22,일,True
2019-09-23,4531,2019,9,23,월,False
2019-09-24,7154,2019,9,24,화,False
2019-09-25,9563,2019,9,25,수,False
2019-09-26,8430,2019,9,26,목,False
2019-09-27,8008,2019,9,27,금,False
2019-09-28,13556,2019,9,28,토,True
2019-09-29,10927,2019,9,29,일,True
2019-09-30,5802,2019,9,30,월,False
2019-10-01,7102,2019,10,1,화,False
2019-10-02,9141,2019,10,2,수,False
2019-10-03,18833,2019,10,3,목,False
2019-10-04,15075,2019,10,4,금,False
2019-10-05,15123,2019,10,5,토,True
2019-10-06,9471,2019,10,6,일,True
2019-10-07,5957,2019,10,7,월,False
2019-10-08,9081,2019,10,8,화,False
2019-10-09,15330,2019,10,9,수,False
2019-10-10,7467,2019,10,10,목,False
2019-10-11,7734,2019,10,11,금,False
2019-10-12,13086,2019,10,12,토,True
2019-10-13,9768,2019,10,13,일,True
2019-10-14,6501,2019,10,14,월,False
2019-10-15,7183,2019,10,15,화,False
2019-10-16,10687,2019,10,16,수,False
2019-10-17,10878,2019,10,17,목,False
2019-10-18,8556,2019,10,18,금,False
2019-10-19,13007,2019,10,19,토,True
2019-10-20,10278,2019,10,20,일,True
2019-10-21,8729,2019,10,21,월,False
2019-10-22,7536,2019,10,22,화,False
2019-10-23,8861,2019,10,23,수,False
2019-10-24,9443,2019,10,24,목,False
2019-10-25,8521,2019,10,25,금,False
2019-10-26,12936,2019,10,26,토,True
2019-10-27,12170,2019,10,27,일,True
2019-10-28,5179,2019,10,28,월,False
2019-10-29,6497,2019,10,29,화,False
2019-10-30,7995,2019,10,30,수,False
2019-10-31,7310,2019,10,31,목,False
2019-11-01,6080,2019,11,1,금,False
2019-11-02,10851,2019,11,2,토,True
2019-11-03,8632,2019,11,3,일,True
2019-11-04,868,2019,11,4,월,False
2019-11-05,5191,2019,11,5,화,False
2019-11-06,6134,2019,11,6,수,False
2019-11-07,5409,2019,11,7,목,False
2019-11-08,5250,2019,11,8,금,False
2019-11-09,11215,2019,11,9,토,True
2019-11-10,7901,2019,11,10,일,True
2019-11-11,2469,2019,11,11,월,False
2019-11-12,4471,2019,11,12,화,False
2019-11-13,5738,2019,11,13,수,False
2019-11-14,7095,2019,11,14,목,False
2019-11-15,9491,2019,11,15,금,False
2019-11-16,18801,2019,11,16,토,True
2019-11-17,14684,2019,11,17,일,True
2019-11-18,2892,2019,11,18,월,False
2019-11-19,4231,2019,11,19,화,False
2019-11-20,5722,2019,11,20,수,False
2019-11-21,5189,2019,11,21,목,False
2019-11-22,4730,2019,11,22,금,False
2019-11-23,9357,2019,11,23,토,True
2019-11-24,7874,2019,11,24,일,True
2019-11-25,3349,2019,11,25,월,False
2019-11-26,4844,2019,11,26,화,False
2019-11-27,7373,2019,11,27,수,False
2019-11-28,5499,2019,11,28,목,False
2019-11-29,5727,2019,11,29,금,False
2019-11-30,9063,2019,11,30,토,True
2019-12-01,8376,2019,12,1,일,True
2019-12-02,5711,2019,12,2,월,False
2019-12-03,4851,2019,12,3,화,False
2019-12-04,7021,2019,12,4,수,False
2019-12-05,5279,2019,12,5,목,False
2019-12-06,5938,2019,12,6,금,False
2019-12-07,9937,2019,12,7,토,True
2019-12-08,8472,2019,12,8,일,True
2019-12-09,4952,2019,12,9,월,False
2019-12-10,5380,2019,12,10,화,False
2019-12-11,6402,2019,12,11,수,False
2019-12-12,5742,2019,12,12,목,False
2019-12-13,5368,2019,12,13,금,False
2019-12-14,10659,2019,12,14,토,True
2019-12-15,10705,2019,12,15,일,True
2019-12-16,5909,2019,12,16,월,False
2019-12-17,7220,2019,12,17,화,False
2019-12-18,7822,2019,12,18,수,False
2019-12-19,8041,2019,12,19,목,False
2019-12-20,8744,2019,12,20,금,False
2019-12-21,13723,2019,12,21,토,True
2019-12-22,11710,2019,12,22,일,True
2019-12-23,5802,2019,12,23,월,False
2019-12-24,16220,2019,12,24,화,False
2019-12-25,11913,2019,12,25,수,False
2019-12-26,7889,2019,12,26,목,False
2019-12-27,8237,2019,12,27,금,False
2019-12-28,17382,2019,12,28,토,True
2019-12-29,16841,2019,12,29,일,True
2019-12-30,11602,2019,12,30,월,False
2019-12-31,12978,2019,12,31,화,False
2020-01-01,0,2020,1,1,수,False
2020-01-02,9296,2020,1,2,목,False
2020-01-03,9651,2020,1,3,금,False
2020-01-04,17778,2020,1,4,토,True
2020-01-05,16387,2020,1,5,일,True
2020-01-06,6160,2020,1,6,월,False
2020-01-07,7788,2020,1,7,화,False
2020-01-08,7775,2020,1,8,수,False
2020-01-09,8245,2020,1,9,목,False
2020-01-10,8993,2020,1,10,금,False
2020-01-11,18390,2020,1,11,토,True
2020-01-12,18180,2020,1,12,일,True
2020-01-13,7811,2020,1,13,월,False
2020-01-14,8890,2020,1,14,화,False
2020-01-15,9845,2020,1,15,수,False
2020-01-16,9115,2020,1,16,목,False
2020-01-17,9503,2020,1,17,금,False
2020-01-18,19879,2020,1,18,토,True
2020-01-19,18418,2020,1,19,일,True
2020-01-20,6376,2020,1,20,월,False
2020-01-21,8171,2020,1,21,화,False
2020-01-22,8146,2020,1,22,수,False
2020-01-23,6721,2020,1,23,목,False
2020-01-24,12096,2020,1,24,금,False
2020-01-25,0,2020,1,25,토,True
2020-01-26,21325,2020,1,26,일,True
2020-01-27,18246,2020,1,27,월,False
2020-01-28,4422,2020,1,28,화,False
2020-01-29,5103,2020,1,29,수,False
2020-01-30,3940,2020,1,30,목,False
2020-01-31,3179,2020,1,31,금,False
2020-02-01,7543,2020,2,1,토,True
2020-02-02,4836,2020,2,2,일,True
2020-02-03,2044,2020,2,3,월,False
2020-02-04,2246,2020,2,4,화,False
2020-02-05,2310,2020,2,5,수,False
2020-02-06,2281,2020,2,6,목,False
2020-02-07,2259,2020,2,7,금,False
2020-02-08,4295,2020,2,8,토,True
2020-02-09,4182,2020,2,9,일,True
2020-02-10,2103,2020,2,10,월,False
2020-02-11,2300,2020,2,11,화,False
2020-02-12,2942,2020,2,12,수,False
2020-02-13,2664,2020,2,13,목,False
2020-02-14,3057,2020,2,14,금,False
2020-02-15,6406,2020,2,15,토,True
2020-02-16,5791,2020,2,16,일,True
2020-02-17,3494,2020,2,17,월,False
2020-02-18,2900,2020,2,18,화,False
2020-02-19,3027,2020,2,19,수,False
2020-02-20,2459,2020,2,20,목,False
2020-02-21,2765,2020,2,21,금,False
2020-02-22,3177,2020,2,22,토,True
2020-02-23,2448,2020,2,23,일,True
2020-02-24,1572,2020,2,24,월,False
2020-02-25,0,2020,2,25,화,False
2020-02-26,0,2020,2,26,수,False
2020-02-27,0,2020,2,27,목,False
2020-02-28,0,2020,2,28,금,False
2020-02-29,0,2020,2,29,토,True
2020-03-01,0,2020,3,1,일,True
2020-03-02,0,2020,3,2,월,False
2020-03-03,0,2020,3,3,화,False
2020-03-04,0,2020,3,4,수,False
2020-03-05,0,2020,3,5,목,False
2020-03-06,0,2020,3,6,금,False
2020-03-07,0,2020,3,7,토,True
2020-03-08,0,2020,3,8,일,True
2020-03-09,0,2020,3,9,월,False
2020-03-10,0,2020,3,10,화,False
2020-03-11,0,2020,3,11,수,False
2020-03-12,0,2020,3,12,목,False
2020-03-13,0,2020,3,13,금,False
2020-03-14,0,2020,3,14,토,True
2020-03-15,0,2020,3,15,일,True
2020-03-16,0,2020,3,16,월,False
2020-03-17,0,2020,3,17,화,False
2020-03-18,0,2020,3,18,수,False
2020-03-19,0,2020,3,19,목,False
2020-03-20,0,2020,3,20,금,False
2020-03-21,0,2020,3,21,토,True
2020-03-22,0,2020,3,22,일,True
2020-03-23,0,2020,3,23,월,False
2020-03-24,0,2020,3,24,화,False
2020-03-25,0,2020,3,25,수,False
2020-03-26,0,2020,3,26,목,False
2020-03-27,0,2020,3,27,금,False
2020-03-28,0,2020,3,28,토,True
2020-03-29,0,2020,3,29,일,True
2020-03-30,0,2020,3,30,월,False
2020-03-31,0,2020,3,31,화,False
2020-04-01,0,2020,4,1,수,False
2020-04-02,0,2020,4,2,목,False
2020-04-03,0,2020,4,3,금,False
2020-04-04,0,2020,4,4,토,True
2020-04-05,0,2020,4,5,일,True
2020-04-06,0,2020,4,6,월,False
2020-04-07,0,2020,4,7,화,False
2020-04-08,0,2020,4,8,수,False
2020-04-09,0,2020,4,9,목,False
2020-04-10,0,2020,4,10,금,False
2020-04-11,0,2020,4,11,토,True
2020-04-12,0,2020,4,12,일,True
2020-04-13,0,2020,4,13,월,False
2020-04-14,0,2020,4,14,화,False
2020-04-15,0,2020,4,15,수,False
2020-04-16,0,2020,4,16,목,False
2020-04-17,62,2020,4,17,금,False
2020-04-18,0,2020,4,18,토,True
2020-04-19,0,2020,4,19,일,True
2020-04-20,0,2020,4,20,월,False
2020-04-21,0,2020,4,21,화,False
2020-04-22,92,2020,4,22,수,False
2020-04-23,0,2020,4,23,목,False
2020-04-24,0,2020,4,24,금,False
2020-04-25,0,2020,4,25,토,True
2020-04-26,0,2020,4,26,일,True
2020-04-27,130,2020,4,27,월,False
2020-04-28,0,2020,4,28,화,False
2020-04-29,0,2020,4,29,수,False
2020-04-30,0,2020,4,30,목,False
2020-05-01,0,2020,5,1,금,False
2020-05-02,0,2020,5,2,토,True
2020-05-03,0,2020,5,3,일,True
2020-05-04,0,2020,5,4,월,False
2020-05-05,6671,2020,5,5,화,False
2020-05-06,1139,2020,5,6,수,False
2020-05-07,1537,2020,5,7,목,False
2020-05-08,2060,2020,5,8,금,False
2020-05-09,2724,2020,5,9,토,True
2020-05-10,3001,2020,5,10,일,True
2020-05-11,974,2020,5,11,월,False
2020-05-12,921,2020,5,12,화,False
2020-05-13,803,2020,5,13,수,False
2020-05-14,925,2020,5,14,목,False
2020-05-15,1162,2020,5,15,금,False
2020-05-16,2118,2020,5,16,토,True
2020-05-17,1752,2020,5,17,일,True
2020-05-18,1993,2020,5,18,월,False
2020-05-19,1878,2020,5,19,화,False
2020-05-20,1752,2020,5,20,수,False
2020-05-21,1570,2020,5,21,목,False
2020-05-22,1626,2020,5,22,금,False
2020-05-23,3982,2020,5,23,토,True
2020-05-24,3221,2020,5,24,일,True
2020-05-25,1505,2020,5,25,월,False
2020-05-26,1463,2020,5,26,화,False
2020-05-27,2159,2020,5,27,수,False
2020-05-28,1551,2020,5,28,목,False
2020-05-29,1345,2020,5,29,금,False
2020-05-30,0,2020,5,30,토,True
2020-05-31,0,2020,5,31,일,True
2020-06-01,0,2020,6,1,월,False
2020-06-02,0,2020,6,2,화,False
2020-06-03,31,2020,6,3,수,False
2020-06-04,54,2020,6,4,목,False
2020-06-05,0,2020,6,5,금,False
2020-06-06,0,2020,6,6,토,True
2020-06-07,0,2020,6,7,일,True
2020-06-08,0,2020,6,8,월,False
2020-06-09,0,2020,6,9,화,False
2020-06-10,31,2020,6,10,수,False
2020-06-11,0,2020,6,11,목,False
2020-06-12,58,2020,6,12,금,False
2020-06-13,0,2020,6,13,토,True
2020-06-14,0,2020,6,14,일,True
2020-06-15,51,2020,6,15,월,False
2020-06-16,76,2020,6,16,화,False
2020-06-17,30,2020,6,17,수,False
2020-06-18,0,2020,6,18,목,False
2020-06-19,60,2020,6,19,금,False
2020-06-20,156,2020,6,20,토,True
2020-06-21,0,2020,6,21,일,True
2020-06-22,36,2020,6,22,월,False
2020-06-23,39,2020,6,23,화,False
2020-06-24,40,2020,6,24,수,False
2020-06-25,0,2020,6,25,목,False
